ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Source_comment,Coders
GB264-mlah1239,mlah1239,GB264,?,,,g_Jastrow_Mlahso[1-72],Jastrow (1994:1-72),EJ
GB264-mmen1238,mmen1238,GB264,0,GB264-0,,,"Möller, Mirjam (2014 p.c.)",HS
GB264-moba1244,moba1244,GB264,0,GB264-0,,gd_Kantchoa_Moba[92],Kantchoa (2005:92),BHR
GB264-moch1257,moch1257,GB264,?,,not mentioned,g_Palosaari_Mocho,Palosaari (2011),RHE
GB264-moch1259,moch1259,GB264,?,,,hv_Adelaar_Andes[321-350],Adelaar (2004: 321-350),GB
GB264-moco1246,moco1246,GB264,?,,Polar interrogatives not mentioned.,g_Grondona_Mocovi[1-321],Grondona (1998: 1-321),GB
GB264-mode1248,mode1248,GB264,0,GB264-0,,"g_Holton_Greek_2012[504, 506-509]","Holton (2012:504, 506-509)",KK
GB264-moha1258,moha1258,GB264,1,GB264-1,,typ_Baker_Polysynthesis[46],Baker (1996:46),AH
GB264-moii1235,moii1235,GB264,?,,Polar interrogation not treated,s_Menick_Moi;t_Menick_Moi;typ_Menick_Moi,Menick (1995); Menick (1996); Menick (2000),HH
GB264-moke1242,moke1242,GB264,0,GB264-0,,"g_Chantanakomes_Moken[152, 210]","Chantanakomes 1980:152, 210",KSA
GB264-moki1238,moki1238,GB264,0,GB264-0,,g_Harrison_Mokilese[311],Harrison 1976:311,NP
GB264-mokl1243,mokl1243,GB264,0,GB264-0,"The polar interrogative particle may occur non-finally when the patient of a transitive polar question is moved to the clause-final position for emphasis, but its most common position is clause-final.","s_Swastham_Moklen[68, 127-128, 193]","Swastham 1982:68, 127-128, 193",KSA
GB264-mokp1239,mokp1239,GB264,0,GB264-0,,s_Atindogbe_Mokpe[127-128],Atindogbe 2013:127-128,JV
GB264-moks1248,moks1248,GB264,0,GB264-0,,,Arja Hamari (p.c.),RK
GB264-mola1238,mola1238,GB264,0,GB264-0,,g_Pharris_Molalla[310],Pharris (2006: 310),JLA
GB264-molo1266,molo1266,GB264,0,GB264-0,,s_FriesenMamalis_Moloko[43],Friesen 2004:43,RK
GB264-moma1245,moma1245,GB264,?,,Not mentioned.,g_Lebedev_Evenov[38-105],Lebedev (1978:38-105),NH
GB264-mong1338,mong1338,GB264,?,,Not mentioned.,s_Mangulu_Lokonda;s_Mputu_Lokonda,Mangulu (2006); Mputu (1997),JLE
GB264-moni1237,moni1237,GB264,?,,,ld_Quiros_Chorotega_Tipologia;phond_Quiros_Chorotega_1999,Quirós (1985) ; Quirós (1999),RHE
GB264-monn1252,monn1252,GB264,0,GB264-0,,g_Jenny_Mon[15-17],Jenny (2005:15-17),JLA
GB264-mono1270,mono1270,GB264,0,GB264-0,,"g_Olson_Mono[113, 194, 288]","Olson 2001:113, 194, 288",DA;MM
GB264-mono1273,mono1273,GB264,?,,Not discussed,g_Fagan_Mono-Alu[152],Fagan 1986:152,NP
GB264-mono1275,mono1275,GB264,0,GB264-0,See comment for GB262,g_Norris_Eastern-Mono[43],Norris 1986:43,HunterGatherer;JLA
GB264-mont1268,mont1268,GB264,0,GB264-0,,g_Clarke_Montagnais[126-127],Clarke (1982: 126-127),JP
GB264-monz1249,monz1249,GB264,0,GB264-0,,g_Boyi_Munzombo[70],Boyi (1983: 70),JLE
GB264-mopa1243,mopa1243,GB264,1,GB264-1,Post-verbal particle wa,g_Schumann_Maya-Mopan[169],Schumann (1997: 169),RHE
GB264-more1259,more1259,GB264,?,,Polar interrogatives are not discussed in this grammar.,sd_Hansen_Hueyapan-Nahuatl[133-174],Hansen 2017:133-174,SR
GB264-mori1269,mori1269,GB264,?,,,g_Barsel_Mori;g_Magnetti-Barsel_Mori,Barsel 1994: in passim; Magnetti-Barsel 1984: in passim,MM
GB264-morm1235,morm1235,GB264,0,GB264-0,,s_Laycock_Mor[300],Laycock 1978:300,ED
GB264-moro1285,moro1285,GB264,0,GB264-0,,s_BlackBlack_Moro[73],Black & Black 1971:73,SVM
GB264-moro1287,moro1287,GB264,?,,,"35641[1-112,1-72];hvwb_Mead_Bungku-Tolaki[113-145];phon_Andersen_Moronene[1-112,1-72]",T. Andersen 1999:1-72; S. Andersen 1999:1-112; Mead 1999:113-145,JLA
GB264-moro1289,moro1289,GB264,?,,Not discussed,arka2015constructed;arka2016information;arka_2016_relative;arka_2017_number;arka_dalrymple2016number;s_Arka_Marori;typ_Arka_Marori_Constructive-Number;typ_Arka_Marori_Nominal-Aspect,Arka 2011; Arka 2011; Arka 2012; Arka 2012; Arka 2013; Arka 2015; Arka_structure 2016; Arka_structure 2016; Arka & Dalrymple 2016; Arka_Number 2017; Arka 2020 (forthc.),RSC
GB264-mort1237,mort1237,GB264,0,GB264-0,,es_Girschner_Namoluk[178],Girschner (1913:178),HH
GB264-mose1249,mose1249,GB264,0,GB264-0,,g_Sakel_Moseten[387-389],Sakel (2004: 387-389),JLA
GB264-mosi1247,mosi1247,GB264,0,GB264-0,,s_Heine_Akie[94],Heine et al. (2015:94),NH
GB264-mota1237,mota1237,GB264,?,,No mention nor enough data.,sd_CodringtonPalmer_Mota,Codrington & Palmer 1896.,JLA
GB264-motl1237,motl1237,GB264,0,GB264-0,,g_Francois_Mwotlap_2003[20],François 2003:20,NP
GB264-motu1246,motu1246,GB264,0,GB264-0,,g_Taylor_Motu[173],Taylor 1970:173,KSA
GB264-mouk1239,mouk1239,GB264,0,GB264-0,,hvs_Thurston_Bibling[274],Thurston 1996:274,NP
GB264-moun1252,moun1252,GB264,0,GB264-0,It seems to be a bound marker.,"s_GarlandGarland_Mountain-Koiali_1975[435-436, 444]","Garland and Garland (1975:435-436, 444)",HPG
GB264-movi1243,movi1243,GB264,0,GB264-0,No evidence of such a particle.,g_Haude_Movima[313],Haude (2006: 313),AR
GB264-moyo1238,moyo1238,GB264,0,GB264-0,,g_Devi_Moyon[214-219],Devi (2010:214-219),MJ
GB264-mpad1242,mpad1242,GB264,0,GB264-0,,g_Allison_Makary-Kotoko[384-387],Allison (2012:384-387),JK;JW
GB264-mpii1239,mpii1239,GB264,0,GB264-0,,s_Sittichai_Mpi-Ban-Dong[145-152],Sittichai (1984:145-152),JG
GB264-mpot1240,mpot1240,GB264,0,GB264-0,,"s_Botne_Chimpoto[703, 729];s_Botne_Chimpoto_Aspects[703, 729]","Botne (2019:703, 729)",BHR
GB264-mpur1239,mpur1239,GB264,0,GB264-0,,s_Ode_Mpur[68],Ode (2002:68),JLA
GB264-mual1241,mual1241,GB264,0,GB264-0,,g_Tjia_Mualang[248],Tjia (2007:248),RHA
GB264-mudu1239,mudu1239,GB264,0,GB264-0,Polar interrogation is marked by adding some element to verbs.,g_Rajendran_Muduga[243-244],Rajendran 1986:243-244,JV
GB264-mudu1242,mudu1242,GB264,0,GB264-0,,g_vandenBergBachet_Vitu[196-198],van den Berg & Bachet 2006:196-198,RSC
GB264-mull1237,mull1237,GB264,0,GB264-0,This is based on one example found in the grammar,g_Birk_MalakMalak[105],Birk (1976:105),RHA
GB264-munc1235,munc1235,GB264,0,GB264-0,,s_Jordan_Chin[56],Jordan (1969:56),BHR
GB264-mund1320,mund1320,GB264,0,GB264-0,,g_Cook_Mundari[233],Cook (1965:233),TWI
GB264-mund1325,mund1325,GB264,0,GB264-0,,g_Elders_Mundang[462],Elders (2000: 462),JLE
GB264-mund1326,mund1326,GB264,?,,Not enough data.,s_Santandrea_Feroge-Mundu;sd_Vallaeys_Mondo[73],Vallaeys 1991:73; Santandrea 1969:in passim,DA;MM
GB264-mund1328,mund1328,GB264,0,GB264-0,,g_Voll_Mundabli[327-329],Voll (2017:327-329),MJ;ML
GB264-mund1330,mund1330,GB264,1,GB264-1,interrogation particle is postponed to item that is questioned,"g_Crofts_Munduruku_2004[234];g_Gomes_Munduruku[50, 170]","Gomes (2006: 50, 170); Crofts (2004: 234)",RHE
GB264-munu1238,munu1238,GB264,1,GB264-1,,hvld_CapellCoate_NKimberley[33-34],Capell & Coate (1984:33-34),LD
GB264-murl1244,murl1244,GB264,0,GB264-0,,s_Lyth_Murle[50],Lyth (1971:50),CK;JW
GB264-muru1266,muru1266,GB264,0,GB264-0,,"g_Oates_Muruwari[43, 209]","Oates 1988:43, 209",HunterGatherer;JG
GB264-muru1274,muru1274,GB264,0,GB264-0,,g_Wojtylak_Murui-Bue[475],Wojtylak 2017: 475,MP
GB264-musa1266,musa1266,GB264,0,GB264-0,,s_Daniels_Aisi[845-50],Daniels (2015:845-50),CAO;HPG
GB264-musg1254,musg1254,GB264,?,,,s_Krause_Musuk[353-421];s_Lukas_Musgu[3-121],Müller (1886:353-421); Lukas (1941:3-121),FS
GB264-muso1238,muso1238,GB264,?,,,s_Holzknecht_Musom[69-142],Holzknecht 1997:69-142,JSA;LS
GB264-muth1236,muth1236,GB264,0,GB264-0,Muthuvan employs the usual Dravidian interrogative enclitc =a that attaches to the questioned constituent or clause finally in case of boad focus.,s_Sakthivel_Muduva[102],Sakthivel (1978:102),JV
GB264-muyu1244,muyu1244,GB264,0,GB264-0,,312092;s_Lithgow_Muyuw[9-10],Lithgow 1969:9-10; Lithgow_sentence 2007 [1970]:21-22,RSC
GB264-mwag1236,mwag1236,GB264,0,GB264-0,,g_Frajzyngier_Mupun[360-365],Frajzyngier (1993:360-365),JLA
GB264-mwan1247,mwan1247,GB264,?,,No section on polar interrogation. ,s_Floor_Mwani,Floor (2010),JG
GB264-mwan1250,mwan1250,GB264,0,GB264-0,,"g_Fleming_Mona[7, 9, 27]","Fleming 1995:7, 9, 27",HS
GB264-mwer1248,mwer1248,GB264,?,,,g_Harries_Mwera[1-129],Harries 1950:1-129,JSA
GB264-nade1244,nade1244,GB264,0,GB264-0,"(Autotranslated from HG210:0 -> GB264:0, given [0] HG210. Polar questions: interrogative particle)",g_Weir_Nadeb,Weir 1984,HunterGatherer
GB264-naka1262,naka1262,GB264,0,GB264-0,NA,g_Johnston_Nakanai[67-73],Johnston 1980:67-73,DP
GB264-nalc1240,nalc1240,GB264,0,GB264-0,,s_Svard_Nalca[34-35],Svärd (2013:34-35),JK
GB264-nali1244,nali1244,GB264,0,GB264-0,,g_Volker_Nalik_1994[273],Volker 1994:273,NP
GB264-nalo1235,nalo1235,GB264,?,,not enough information,hv_NaessBoerger_RSC;ldsoc_BoergerZimmerman_Nalogo-Natugu,Næss 2008; Boerger 2012,SM
GB264-nama1264,nama1264,GB264,1,GB264-1,,g_Hagman_Nama_1977[143],Hagman 1977:143,SVM
GB264-nama1268,nama1268,GB264,0,GB264-0,,g_Sperlich_Namakir[308],Sperlich (1991: 308),SPE
GB264-namb1293,namb1293,GB264,0,GB264-0,,,Kashima fieldnotes 2019,EK
GB264-namu1246,namu1246,GB264,0,GB264-0,,g_Pavlik_Namuzi[156],Pavlik (2017:156),JLA
GB264-nana1257,nana1257,GB264,0,GB264-0,,g_Avrorin_Nanajskogo[273],Avrorin (1959:273),NH
GB264-nand1266,nand1266,GB264,0,GB264-0,,g_CreiderCreider_Nandi[141],Creider (1989:141),NH
GB264-nang1262,nang1262,GB264,0,GB264-0,,g_Vaa_Engdewu[450],Vaa 2013:450,NP
GB264-nant1250,nant1250,GB264,0,GB264-0,"(Autotranslated from HG210:0 -> GB264:0, given [0] HG210. Polar questions: interrogative particle)",ge_Michael_Nanti[389-390],Michael 2008:389-390,HunterGatherer
GB264-nara1262,nara1262,GB264,?,,"Interrogative “particles” can only be attached to verbs. As the common word order is SOV, this appears to be clause-finally.",g_Reinisch_Barea[57],Reinisch (1874:57),NH
GB264-naro1251,naro1251,GB264,?,,,hvs_Omar_Malay-Malaysia[636-650],Omar 1983:636-650,JLA
GB264-naru1238,naru1238,GB264,0,GB264-0,"(Autotranslated from HG210:0 -> GB264:0, given [0] HG210. Polar questions: interrogative particle)",s_Eira_Narungga[92],Eira 2010:92,HunterGatherer
GB264-natc1249,natc1249,GB264,0,GB264-0,,s_Kimball_Natchez,Kimball (2005),KS
GB264-nati1243,nati1243,GB264,?,,Not mentioned,s_Prost_Natioro[41-54],Prost (1968: 41-54),NL
GB264-nati1244,nati1244,GB264,?,,Interrogatives not treated in this grammar.,s_Crowley_Nati,Crowley (1998),GB
GB264-natu1246,natu1246,GB264,?,,No mention,hv_NaessBoerger_RSC;hv_Wurm_Papuan;hv_Wurm_Reef-Santa_1978;hv_Wurm_ReefSanta;hvw_Wurm_Reef;s_Wurm_Reef-Possession;typ_vandenBergBoerger_Bola-Natugu,Wurm 1969; Wurm 1971; Wurm 1972; Wurm 1976; Wurm 1978; Næss and Boerger 2008; van den Berg and Boerger 2011,RSC
GB264-naue1237,naue1237,GB264,0,GB264-0,,g_Veloso_Naueti[79-80],Veloso (2016:79-80),JG
GB264-naur1243,naur1243,GB264,0,GB264-0,,es_Hambruch_Nauru_1914[133],Hambruch 1914:133,RSC
GB264-nava1243,nava1243,GB264,0,GB264-0,,"g_Goossen_Navajo[3-4, 6-7, 14];g_YoungMorgan_Navajo[23-26]","Goossen (1995:3-4, 6-7, 14); Young & Morgan (1987:23-26)",BHR
GB264-nawu1242,nawu1242,GB264,0,GB264-0,,g_Sherwood_Nawuri[165-166],Sherwood (1982:165-166),NB
GB264-naxi1245,naxi1245,GB264,0,GB264-0,,s_HeZhuyi_Naxi[102],He & Zhuyi 1985:102,JLA
GB264-ncan1245,ncan1245,GB264,0,GB264-0,,s_Boutwell_Mungong[33],Boutwell (2014:33),ML
GB264-ndam1239,ndam1239,GB264,0,GB264-0,,g_EdelstenLijongwa_Chindamba[111-113],Edelsten & Lijongwa (2010: 111-113),AH
GB264-ndam1251,ndam1251,GB264,?,,Not mentioned.,s_Bross_Ndam[1-60],Bross (1988:1-60),NH
GB264-ndob1238,ndob1238,GB264,?,,Not mentioned.,s_Mangulu_Ndobo,Mangulu (1990: passim),JLE
GB264-ndog1248,ndog1248,GB264,0,GB264-0,,s_Santandrea_Ndogo[66],Santandrea (1961: 66),GB
GB264-ndom1245,ndom1245,GB264,?,,,s_Drabbe_Frederik,Drabbe (1949),HH
GB264-ndun1249,ndun1249,GB264,0,GB264-0,,s_deBoeck_Mondunga[31],De Boeck (1952:31),GB
GB264-nege1240,nege1240,GB264,?,,,s_Hendon_Ulu-Muar[156-157],Hendon (1966: 156-157),AR
GB264-negi1245,negi1245,GB264,0,GB264-0,Not mentioned.,,Sofia Oskolskaya (p.c.),NH
GB264-neha1247,neha1247,GB264,0,GB264-0,,s_Todd_Nissan[1202-1203],Todd 1978:1202-1203,HW
GB264-nend1239,nend1239,GB264,0,GB264-0,"A polarquestion is constructed by placing the interrogative eneclitic after the predicate, followed by the negative word nend and the interrogative clitic again.","s_Harris_Nend[113, 154]","Harris (1990:113, 154)",EJ
GB264-nene1249,nene1249,GB264,0,GB264-0,,"g_Nikolaeva_Tundra-Nenets[53, 97-98, 267]","Nikolaeva (2014:53, 97-98, 267)",BHR
GB264-neng1238,neng1238,GB264,0,GB264-0,,typ_Bearune_Nengone[122],Bearune 2012:122,NP
GB264-nenn1238,nenn1238,GB264,0,GB264-0,,,"Evans, Nicholas (p.c. 2018)",NE
GB264-nepa1254,nepa1254,GB264,0,GB264-0,,g_Acharya_Nepali[170],Acharya 1991: 170,MM
GB264-nese1235,nese1235,GB264,0,GB264-0,,g_Takau_Nese[294];s_Crowley_Nese[78],"Crowley (2006: 78), Lana Grelyn Takau (2016:294)",GB
GB264-newa1246,newa1246,GB264,0,GB264-0,,s_Hargreaves_Kathmandu[382],Hargreaves (2003:382),EJ;JK
GB264-nezp1238,nezp1238,GB264,0,GB264-0,,"styp_Deal_Nez-Perce[40,341,369]","Deal (2010:40,341,369)",JLA
GB264-ngaa1240,ngaa1240,GB264,0,GB264-0,"(Autotranslated from HG210:0 -> GB264:0, given [0] HG210. Polar questions: interrogative particle)",s_Glass_Ngaanyatjarra_2006[23],Glass 2006:23,HunterGatherer
GB264-ngab1239,ngab1239,GB264,0,GB264-0,,g_Quesada_Guaymi[61-63],Quesada Pacheco (2008:61-63),RHE
GB264-ngal1292,ngal1292,GB264,0,GB264-0,,Evans2017dalabon,"Evans, Nicholas. 2017. Polysynthesis in Dalabon. In M. Fortescue, M. Mithun & N. Evans (eds.), The Oxford Handbook of Polysynthesis. Oxford: Oxford University Press. Pp. 759-781, Evans field notes (1991-)",NE
GB264-ngam1268,ngam1268,GB264,0,GB264-0,,s_Ndjerareou_Ngambay[23-25],Ndjerareou (2010:23-25),NH
GB264-ngan1291,ngan1291,GB264,0,GB264-0,,g_Wagner-Nagy_Nganasan[379],Wagner-Nagy 2019:379,RK
GB264-ngar1283,ngar1283,GB264,0,GB264-0,,osgarby_ND,"Osgarby, David (n.d.)",DO
GB264-ngar1284,ngar1284,GB264,1,GB264-1,,g_CoateOates_Ngarinjin[74-75],Coate & Oates 1970:74-75,LD
GB264-ngar1285,ngar1285,GB264,1,GB264-1,,hvld_CapellCoate_NKimberley[33-34],Capell & Coate (1984:33-34),LD
GB264-ngas1240,ngas1240,GB264,0,GB264-0,,g_Foulkes_Angass[6-7],Foulkes (1915:6-7),JG
GB264-ngba1284,ngba1284,GB264,0,GB264-0,,g_Thomas_Ngbaka[252];s_Thomas_Ngbaka-Mabo[215],Thomas 1981:215; Thomas 1963:252,DA
GB264-ngba1285,ngba1285,GB264,0,GB264-0,,s_Henrixetal_Ngbaka,Henrix (2007),RHE
GB264-ngeq1245,ngeq1245,GB264,0,GB264-0,,"s_Chia_Ngeq[41, 48]","Chia (2014:41, 48)",BHR
GB264-ngit1239,ngit1239,GB264,1,GB264-1,,g_Kutsch_Ngiti[379-380],Lojenga (1994:379-380),NH
GB264-ngom1268,ngom1268,GB264,?,,Not mentioned.,s_Mangulu_Lingombe,Mangulu (1988); Mangulu (2002),JLE
GB264-ngul1236,ngul1236,GB264,?,,Not discussed,vw_Sakiyama_Nguluwan,Sakiyama 2003,NP
GB264-ngur1261,ngur1261,GB264,0,GB264-0,"(Autotranslated from HG210:0 -> GB264:0, given [0] HG210. Polar questions: interrogative particle)",sd_Robertson_Wangkumara[46],Robertson 1984:46,HunterGatherer
GB264-nhan1238,nhan1238,GB264,0,GB264-0,,g_Blevins_Nhanda[135-136],Blevins 2001:135-136,HunterGatherer;JSA
GB264-nhen1239,nhen1239,GB264,0,GB264-0,,g_daCruz_Nheengatu[346-348],Da Cruz 2011: 346-348,HunterGatherer;MM
GB264-nica1252,nica1252,GB264,0,GB264-0,,s_Bartens_Nicaraguan-Creole[123],Bartens (2013: 123),JW
GB264-nige1253,nige1253,GB264,0,GB264-0,,g_Arnott_Fula[301],Arnott 1970:301,HS
GB264-niha1238,niha1238,GB264,0,GB264-0,"There is only one example of polar interrogation in the grammar. Since the unmarked word order (SOV) is used and there is no polar interrogative particle, it is very likely that it is marked by intonation only.",g_Nagaraja_Nihali[1-332],Nagaraja (2014:1-332),TWI
GB264-nila1242,nila1242,GB264,?,,No appropriate examples,s_Johnson_Kiniramba;t_Johnson_Kiniramba,"Johnson 1923-1926 (167-192, 233-263), Johnson 1931 (327-356)",AH
GB264-ning1281,ning1281,GB264,0,GB264-0,,s_Yu_Lisu[94-95],Yu (2007:94-95),MY
GB264-nisg1240,nisg1240,GB264,0,GB264-0,,g_Tarpent_Nisgha[491],Tarpent (1989: 491),AR
GB264-niua1240,niua1240,GB264,0,GB264-0,,g_Tsukamoto_Niuafoou[399-400];s_Early_Niuafoou[863],Early 2002:863; Tsukamoto 1988:399-400,RSC
GB264-niue1239,niue1239,GB264,1,GB264-1,,449564,"Massam, Starks & Ikiua, 2011",YGA
GB264-niva1238,niva1238,GB264,0,GB264-0,,g_Fabre_Nivacle_2016[383],Fabre (2016: 383),RHE
GB264-njan1240,njan1240,GB264,0,GB264-0,"-rá marks question-focus in a sentence. It attaches to the element being queried or comes
at the end of a sentence in yes/no questions",ssoc_Robson_Njanga[141],Robson (2011:141),JLA
GB264-nkon1248,nkon1248,GB264,?,,Not discussed,g_Reineke_Nkonya[1-135],Reineke (1972:1-135),ER
GB264-nkor1239,nkor1239,GB264,0,GB264-0,,,"Ebikudo, Ebitare (p.c. 2014)",HS
GB264-noct1238,noct1238,GB264,0,GB264-0,,g_Boro_Hakhun-Tangsa[486],Boro (2017:486),BHR
GB264-noku1237,noku1237,GB264,0,GB264-0,,s_Ray_Nogugu[394],Ray (1926:394),NB
GB264-noma1260,noma1260,GB264,?,,Not mentioned.,s_Wilkendorf_Nomaande[1-28],Wilkendorf (1998:1-28),HPG
GB264-nonu1241,nonu1241,GB264,?,,,s_Wojtylak_Nonuya,Wojtylak (2016),RHE
GB264-noon1242,noon1242,GB264,1,GB264-1,,g_Soukka_Noon[231],Soukka (2000: 231),RHE
GB264-noon1243,noon1243,GB264,0,GB264-0,,g_Hyman_Noni[104],Hyman (1981:104),EJ
GB264-nopa1235,nopa1235,GB264,0,GB264-0,,s_McIntosh_Teotepec[104-106],McIntosh (2011:104-106),JG
GB264-nort2671,nort2671,GB264,1,GB264-1,Question particle is finite verb-final,g_Nickel_Samisk_1990[523],Nickel 1990:523,RK
GB264-nort2673,nort2673,GB264,1,GB264-1,,,"Miina Norvik, p.c.",MN;RK
GB264-nort2684,nort2684,GB264,0,GB264-0,,g_Pornpen_Northern-Khmer[279-282],Pornpen (1989:279-282),JG
GB264-nort2690,nort2690,GB264,0,GB264-0,,s_Boeschoten_Uzbek[373],Boeschoten (1998:373),HH
GB264-nort2697,nort2697,GB264,0,GB264-0,,g_Shiraliev_Azerbajdzanskogo[254-257],Shiraliev (1971:254-257),NH
GB264-nort2699,nort2699,GB264,?,,interrogation is not seperately dealt with,g_Emeneau_Kolami[1-302],Emeneau 1961:1-302,JI;NK
GB264-nort2701,nort2701,GB264,0,GB264-0,,st_Zvelebil_Irula[22-27],Zvelebil 1973:22-27,JV
GB264-nort2722,nort2722,GB264,0,GB264-0,,s_LaPolla_Qiang_2017[783],LaPolla and Huang (2017:783),JLA
GB264-nort2723,nort2723,GB264,0,GB264-0,The interrogative clitic occurs before the final syllable.,g_Ding_Prinmi[200-201],Ding (1998:200-201),JLA;RHA
GB264-nort2724,nort2724,GB264,0,GB264-0,,g_Wiersma_Bai[199],Wiersma (1990:199),MY
GB264-nort2732,nort2732,GB264,0,GB264-0,,"g_Brassettetal_Tujia[76-77, 84-89]","Brassett, Brassett and Lu (2006:76-77, 84-89)",MY
GB264-nort2745,nort2745,GB264,0,GB264-0,,g_Schmalz_Tundra-Yukaghir[267-269],Schmalz (2013:267-269),AB;TWE
GB264-nort2747,nort2747,GB264,0,GB264-0,,g_Ji_Miao-Taijiang[202],Ji (2012:202),MY
GB264-nort2774,nort2774,GB264,0,GB264-0,,sd_Lekens_Ngbanditaal[135-136],Lekens (1923: 135-136),JLE
GB264-nort2775,nort2775,GB264,0,GB264-0,,g_Roulon-Doko_Gbaya,Roulon-Doko 1997,HS
GB264-nort2828,nort2828,GB264,1,GB264-1,,g_Litamahuputty_Ternate-Malay,Litamahuputty 2012_Ternate: 190-191,MM
GB264-nort2836,nort2836,GB264,0,GB264-0,There is no evidence of this in the relevant data (see example 2),s_Schutz_Nguna[10],Schütz (1969: 10),SPE
GB264-nort2839,nort2839,GB264,0,GB264-0,Not mentioned,styp_Franjieh_North-Ambrym,Franjieh (2012),SPE
GB264-nort2845,nort2845,GB264,0,GB264-0,NA,s_Lynch_Marquesan[875],Lynch 2002:875,DP
GB264-nort2847,nort2847,GB264,1,GB264-1,Possibly,s_Sverredal_North-Tanna[54],Sverredal (2018:54),KS
GB264-nort2864,nort2864,GB264,?,,Not enough data. The author mentions  -de u mo ‘or not’ with regards to polar questions (Tauern 1928:1007). There are no examples.,hs_Tauern_Seran,Tauern 1928:in passim,DA
GB264-nort2877,nort2877,GB264,?,,,s_Porter_Northern-Kankanay[20-62],Porter 1979:20-62,LS
GB264-nort2885,nort2885,GB264,1,GB264-1,,"g_Daguman_Subanen[517, 618]","Daguman (2004:517, 618)",JG
GB264-nort2930,nort2930,GB264,0,GB264-0,,"s_Brown_Urama_2016[15-16, 30]","Brown (2016:15-16, 30)",HH
GB264-nort2938,nort2938,GB264,0,GB264-0,,"g_Enrico_Haida[118, 137]","Enrico (2003: 118, 137ff.)",RHE
GB264-nort2942,nort2942,GB264,1,GB264-1,,g_Rice_Slave[1123-1137],Rice (1989:1123-1137),BHR
GB264-nort2951,nort2951,GB264,0,GB264-0,,g_Ultan_Konkow,Ultan (1967),RHE
GB264-nort2952,nort2952,GB264,0,GB264-0,,g_Shipley_Maidu[50-51],Shipley (1964:50-51),JG
GB264-nort2954,nort2954,GB264,1,GB264-1,MM added source and value. Enclitic to the word that’s questioned,g_Thornes_NPaiute[333],Thornes 2003: 333,HunterGatherer;MM
GB264-nort2957,nort2957,GB264,0,GB264-0,,s_Brockway_NPuebla,Brockway 1979,RHE
GB264-nort2959,nort2959,GB264,0,GB264-0,Polar interrogation can be marked by intonation and/or an enclitic question marker that attaches to the first constituent of the clause.,g_Bascom_NTepehuan[289-290],Bascom 1982:289-290,JV
GB264-nort2961,nort2961,GB264,1,GB264-1,,"114809[44, 87, 342, 359];g_Wilson_Ojebway[28]","Baraga (1878:44, 87, 342, 359); Wilson (1874:28)",JG
GB264-nort2972,nort2972,GB264,0,GB264-0,,"g_Mortensen_NEmbera[12, 92]","Mortensen (1999:12, 92)",RHE
GB264-nort2980,nort2980,GB264,0,GB264-0,,g_Adelaar_Tarma[77-78],Adelaar (1977:77-78),JG
GB264-nort2994,nort2994,GB264,0,GB264-0,,"s_Lee_Northern-Roglai[51, 69]","Lee 1966:51, 69",DA
GB264-nort3047,nort3047,GB264,0,GB264-0,,s_Lukas_Gisiga[87],Lukas (1970: 87),RHE
GB264-nort3139,nort3139,GB264,1,GB264-1,"The interrogative particle ši may come at the end of the sentence or precede a complement, thereby setting it off and emphasizing it.",g_Cowell_Syrian-Arabic[378-379],Cowell (1964:378-379),NB
GB264-nort3298,nort3298,GB264,0,GB264-0,,s_Yu_Lisu[94-95],Yu (2007:94-95),MY
GB264-nots1237,nots1237,GB264,0,GB264-0,NA,s_McCarthy_Notsi[38],McCarthy 2000:38,HW
GB264-nsen1242,nsen1242,GB264,0,GB264-0,,s_Zemba_Kunda[93-94],Zemba 2015:93-94,CAO;JSA
GB264-nubi1253,nubi1253,GB264,0,GB264-0,,g_Wellens_Nubi[189],Wellens (2003:189),NB
GB264-nucl1235,nucl1235,GB264,0,GB264-0,,"g_Dum-Tragut_Modern-Eastern-Armenian[147, 396-397]","Dum-Tragut (2009: 147, 396-397)",TM
GB264-nucl1240,nucl1240,GB264,0,GB264-0,,"g_Shimizu_Zing[102-103, 139-140]","Shimizu (1983: 102-103, 139-140)",JLE
GB264-nucl1301,nucl1301,GB264,0,GB264-0,"it normally attaches to the predicate, but it can also attach to any other constituent if it is under emphasis",g_Kornfilt_Turskish[5],Kornfilt (1997:5),NH
GB264-nucl1302,nucl1302,GB264,0,GB264-0,,"g_Hewitt_Georgian[88, 565]","Hewitt 1995:88, 565",JSA;TWE
GB264-nucl1305,nucl1305,GB264,0,GB264-0,,g_Sridhar_Kannada[5-6],Sridhar 1990:5-6,JV
GB264-nucl1310,nucl1310,GB264,0,GB264-0,No mention nor example of.,g_Okell_Burmese,Okell 1969,JLA
GB264-nucl1327,nucl1327,GB264,0,GB264-0,,g_Harvey_Limilngan[77],Harvey (2001: 77),AR
GB264-nucl1347,nucl1347,GB264,0,GB264-0,,"g_Diouf_Wolof[44, 102, 109, 138]","Diouf 2009:44, 102, 109, 138",HS
GB264-nucl1417,nucl1417,GB264,0,GB264-0,,g_Emenanjo_Igbo_2015[401],Emenanjo (2015:401),JLA
